Region,State,GPI State,Zone,Town,WD,Category,Brand Code,Brand Short Name,Sales Date,Local Retailer,Local Dealer,Local Modern,Local Hawker,Outstation Retailer,Outstation Dealer,Outstation Modern,Outstation Hawker,Other Retailer,Other Dealer,Other Modern
MUMBAI BRANCH,MUMBAI & GOA-0211,BOMBAY METRO 3-02026,VASHI-0202418,KOPAR KHAIRANE-0223334,NORMAL,CIG,CIG0002010,MARLBORO CLOVE2.0 - CLV20 KS BOX 10,30-Nov-23,64.26,15.6,0,5,0,0,0,0,0,0,0
MUMBAI BRANCH,MUMBAI & GOA-0211,BOMBAY METRO 3-02026,VASHI-0202418,NERUL-02103901,NORMAL,CIG,CIG0002010,MARLBORO CLOVE2.0 - CLV20 KS BOX 10,30-Nov-23,53.9,29,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MUMBAI & GOA-0211,BOMBAY METRO 3-02026,VASHI-0202418,VASHI-0213000,NORMAL,CIG,CIG0002010,MARLBORO CLOVE2.0 - CLV20 KS BOX 10,30-Nov-23,21.59,43,0,26.8,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH MT-02053,BHOPAL MT-0203216,BHOPAL MT-0295408,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,7.42,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH MT-02053,GWALIOR MT-0203217,GWALIOR MT-0221008,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,3.24,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH MT-02053,INDORE MT-0203214,INDORE MT-0222108,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,11.42,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH MT-02053,JABALPUR MT-0203220,RAIPUR_MT-02108401,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,7.62,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA MT-02055,PANJIM MT-0203308,PANJIM (N) MT-0230708,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,2.4,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA MT-02051,NAGPUR MT-0203613,NAGPUR P MT-4020069,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,5.6,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA MT-02051,PUNE MT-0203120,CHINCHWAD MT-4020004,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,2.65,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA MT-02051,PUNE MT-0203120,PUNE CAMP MT-0210708,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,4.8,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MUMBAI & GOA-0211,MUMBAI MT-02052,MUMBAI MT Z-0203405,ANDHERI MT-4020080,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,0.6,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MUMBAI & GOA-0211,MUMBAI MT-02052,MUMBAI MT Z-0203405,KURLA MT-4020000,MODERN TRADE,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0,0.05,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,AMBIKAPUR-3020007,AMBIKAPUR-4020034,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,19.2,42.2,0,10.6,4.8,9.6,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,AMBIKAPUR-3020007,JASHPUR-4020039,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2,2.8,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,AMBIKAPUR-3020007,MANENDRAGARH-4020033,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,4.4,10,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,AMBIKAPUR-3020007,PATTHALGAON-4020066,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,6.4,8,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,BHILAI-02110701,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,24.41,29.2,0,19.2,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,DALLI RAJHARA-4020018,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2.1,1,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,DHAMTARI-4020040,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,4.8,2,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,KABIRDHAM-4020044,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,RAJNANDGAON-4020020,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,4.8,9.6,0,4.8,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,BILASPUR-4020077,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,28.8,16.32,0,9.6,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,JANJGIR CHAMPA-4020035,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,4.8,9.2,0,9.6,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,KORBA-4020032,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,76.8,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,MUNGELI-4020036,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,8.28,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,SARAIPALI-4020071,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,4.8,9.6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,JAGDALPUR-3020006,JAGDALPUR-4020019,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,4.8,9.6,0,4.8,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,JAGDALPUR-3020006,KANKER-4020046,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2.4,9.6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,RAIPUR-0202201,BHATAPARA-4020079,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.53,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,RAIPUR-0202201,RAIPUR-0225200,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,55,177,0,62,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,BHOPAL 1-0295400,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,47.52,0,0,0.12,19.8,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,GANJBASODA-0220900,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2.8,3.5,0,0,0.2,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,HARDA-02113601,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.4,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,SEHORE-0224500,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.3,0.5,0,0,1,0.02,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,VIDISHA-0287500,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.3,0.2,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,BURAHANPUR-0221500,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.4,0.4,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,DEWAS-4020063,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.4,0.6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,INDORE NEW-0221200,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,6.95,8,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,INDORE-0222100,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,21,27,0,3,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,KHANDWA-0220700,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.4,0.6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,MHOW-0221900,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.04,1,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,ALOTE-0297600,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.15,0.2,0,0,0.15,0.4,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,MANDASUR-0220300,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,6.4,4.92,0,0.48,1.2,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,NEEMUCH-02100401,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.5,2.16,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,SHAMGARH-02103101,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.11,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,BARWANI-0299800,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.2,2.4,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,DHAR-0222000,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.12,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,JAORA-02100701,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.6,0,0,0,0.12,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,JHABUA-0222600,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0.36,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,RATLAM-0220600,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2.4,19.2,0,0,0.12,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,AGAR MALWA-4020062,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,BARANAGAR-0221400,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,NAGDA-02103601,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,SHUJALPUR-4020075,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1,1,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,UJJAIN-0221100,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,10,27,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,CHHINDWARA-0202228,BALAGHAT-0286900,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,19.942,9.6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,CHHINDWARA-0202228,BETUL-0298200,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2.8,0,0,0,5.23,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,CHHINDWARA-0202228,PIPARIYA-02105401,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.95,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,CHHINDWARA-0202228,SEONI-0224000,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.82,0,0,0,0.1,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,GUNA-0220100,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,2.4,0,0,0.6,1.2,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,BHIND-0221302,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.6,0,0,0,0.5,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,DABRA-0297100,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.2,0.6,0,0,0.96,0.36,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,GWALIOR-0221000,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,9.3,4.44,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,MORENA-0221300,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.08,1,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,DINDORI-4020027,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,3.6,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,JABALPUR-0222900,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,35.236,27.92,0,3.84,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,KATNI-0222400,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,3.6,5,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,KOTMA-4020024,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.456,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,REWA-0297400,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2.4,3.6,0,0,2.4,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,SATNA-0297000,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,9.6,9.8,0,0,9.6,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,SHAHDOL-0298000,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,2.396,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,SIDHI-4020026,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.52,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,SAGAR-0202223,BINA (N)-0222300,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,9.6,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,SAGAR-0202223,SAGAR-0220200,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,38.4,38.4,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MAPUCA-0202309,MAPUSA-0230400,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.36,0.36,0,0,1.284,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MAPUCA-0202309,PANJIM (N)-0230700,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.904,0.96,0,0,0.084,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,BELGAUM(N)-0217900,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,3.756,0,0,0,0.216,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,KARWAR-0230100,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.3,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,MARGAO(N)-0230600,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.884,0.96,0,0,1.152,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,VASCO DA GAMA-0230500,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0,0.24,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,BARAMATI N-0216800,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.84,0.6,0,0,0.89,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,HADAPSAR-0279800,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,11.67,13.44,0,1.56,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,LONI KALBHOR-4020028,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.99,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,SHIRUR-4020037,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.24,0.636,0,0,0.24,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,WAGHOLI-02104901,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.6,11.28,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,CHINCHWAD-0210701,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,9.12,31.2,0,31.2,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,LONAVALA-0212500,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,3.52,6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,MOSHI-0285600,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,14.97,5.64,0,0.48,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,THERGAON-0286300,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,11.14,30.36,0,1.08,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,AUNDH-4020029,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,30.96,2.4,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,KHADKI FC-0210702,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,10.66,35.04,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,PUNE MARKET YARD-02106101,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,11.39,33.36,0,0.36,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,WARJE-0285300,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,1.49,2.16,0,3.17,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE-0202112,PUNE CAMP-0210700,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,6.87,22.32,0,3.6,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE-0202112,SALISBURY PARK PUNE-02111001,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,7.01,8.52,0,11.45,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE-0202112,YERWADA-02103501,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,13.84,10.44,0,3.6,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,BARSI-0212100,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.072,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,LATUR-0219300,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.48,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,PANDHARPUR-0212000,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.24,1.92,0,0,0.156,3.48,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,SOLAPUR-0211500,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.192,1.2,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,UDGIR-4020050,NORMAL,CIG,CIG0002033,MARLBORO FILTER BLACK -12S PACK,30-Nov-23,0.588,3.6,0,0,0,0,0,0,0,0,0
