Region,State,GPI State,Zone,Town,WD,Category,Brand Code,Brand Short Name,Sales Date,Local Retailer,Local Dealer,Local Modern,Local Hawker,Outstation Retailer,Outstation Dealer,Outstation Modern,Outstation Hawker,Other Retailer,Other Dealer,Other Modern
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,BHOPAL 1-0295400,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.4,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,DEWAS-4020063,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,1,3,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,INDORE NEW-0221200,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,10,12,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,INDORE-0222100,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,10,20,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,KHANDWA-0220700,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,MHOW-0221900,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,1,1,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,SANAWAD-4020058,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,3.6,3,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,ALOTE-0297600,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.85,1.75,0,0,0.4,1,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,MANDASUR-0220300,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,7.4,6.4,0,0.4,7.2,9.4,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,NEEMUCH-02100401,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,8.6,7,0,0.2,4,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,SHAMGARH-02103101,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.16,0.8,0,0,0.68,0.2,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,ALIRAJPUR-4020064,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.04,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,BARWANI-0299800,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.8,0.8,0,0,0,0.4,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,DHAR-0222000,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,4.8,15.8,0,0,0.8,2.2,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,JAORA-02100701,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.61,2,0,0,3.19,3,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,JHABUA-0222600,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.61,0.4,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,RATLAM-0220600,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,1.16,12.6,0,0,1.93,6.2,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,AGAR MALWA-4020062,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,5,10,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,BARANAGAR-0221400,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,2,3,0,2,2,3,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,NAGDA-02103601,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,9,10,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,SHAJAPUR-02100801,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,2,3,0,0,3,4,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,SUSNER-0298100,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,UJJAIN-0221100,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,8,48,0,8,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,SHIVPURI-0223100,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,GWALIOR-0221000,NORMAL,CIG,CIG0003111,CAVANDERS GOLD LEAF 69-NON FLT,30-Nov-23,0.34,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH MT-02053,GWALIOR MT-0203217,GWALIOR MT-0221008,MODERN TRADE,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0,8.22,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA MT-02055,PANJIM MT-0203308,MARGAO_MT-02113401,MODERN TRADE,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0,1,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA MT-02055,PANJIM MT-0203308,PANJIM (N) MT-0230708,MODERN TRADE,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0,7,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA MT-02051,AURANGABAD MT-0203111,AURANGABAD CIDCO MT-0279208,MODERN TRADE,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0,3,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,AMBIKAPUR-3020007,AMBIKAPUR-4020034,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,48,120,0,60,0,34,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,AMBIKAPUR-3020007,MANENDRAGARH-4020033,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6,24,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,AMBIKAPUR-3020007,PATTHALGAON-4020066,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,3,24,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,BHILAI-02110701,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6.41,60,0,12,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,DALLI RAJHARA-4020018,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,1.1,2,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,DHAMTARI-4020040,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BHILAI-3020000,KABIRDHAM-4020044,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,1.05,0.65,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,BILASPUR-4020077,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,5,114,0,96,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,JANJGIR CHAMPA-4020035,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.2,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,KORBA-4020032,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6,120,0,48,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,RAIGARH-4020041,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,12,48,0,48,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,BILASPUR-3020008,SARAIPALI-4020071,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.22,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,JAGDALPUR-3020006,DANTEWADA-4020061,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.04,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,JAGDALPUR-3020006,JAGDALPUR-4020019,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,3.95,24,0,6,0,43,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,JAGDALPUR-3020006,KANKER-4020046,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6.45,72,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,CHHATTISGARH-2020000,RAIPUR-0202201,RAIPUR-0225200,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2,248,0,100,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,BHOPAL 1-0295400,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.4,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,BHOPAL-0202216,VIDISHA-0287500,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.7,36,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,INDORE-0202214,DEWAS-4020063,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.05,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,MANDASUR-0220300,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.4,0,0,0,0.2,6.2,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,MANDSAUR-0202229,NEEMUCH-02100401,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.24,2,0,0,0.16,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,JAORA-02100701,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.15,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,RATLAM-0202215,RATLAM-0220600,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0.6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,NAGDA-02103601,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2,17,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 1-02022,UJJAIN-0202219,UJJAIN-0221100,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,ARON-02100601,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,3.89,118,0,0,0.46,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,ASHOKNAGAR-0220800,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,5.8,236,0,0,3.2,38,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,BIORA(S)-0224900,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0,0,0,0,3.8,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,GUNA-0220100,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,40,1030,0,0,8.4,96,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,SHEOPUR-0297300,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,1.29,24,0,0,1.33,12,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GUNA-0202218,SHIVPURI-0223100,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,16,96,0,0,20,201,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,BHIND-0221302,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2.49,204,0,0,2.18,24,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,DABRA-0297100,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,4.58,8,0,0,1.58,6,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,DATIA-0225000,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2.98,3,0,0,5.43,13,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,GWALIOR-0221000,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,126.01,221,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,GWALIOR-0202217,MORENA-0221300,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,9.46,843,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,KOTMA-4020024,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.4,4,0,0,0.5,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,SATNA-0297000,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6.05,45,0,0,2.15,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,JABALPUR-0202220,SHAHDOL-0298000,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.5,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MADHYA PRADESH-0202,MADHYA PRADESH 2-02031,SAGAR-0202223,BINA (N)-0222300,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6,8,0,0,3,283,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MAPUCA-0202309,MAPUSA-0230400,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,23.09,1,0,0,80.35,2,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MAPUCA-0202309,PANJIM (N)-0230700,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,33,63,0,5,56.35,28,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MAPUCA-0202309,PONDA(N)-0230602,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2.56,61,0,0,33.33,9,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MAPUCA-0202309,SANQUELIM-0232000,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,22.35,49,0,0,25.5,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,BELGAUM(N)-0217900,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2.05,0,0,0,1.35,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,KARWAR-0230100,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,11.51,12,0,0,4.05,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,MARGAO(N)-0230600,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,26.3,61,0,0,107.12,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,GOA-02023,MARGAO_GOA-0202307,VASCO DA GAMA-0230500,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,16.2,44.2,0,0,11.4,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,BARAMATI N-0216800,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.87,1,0,0,0.25,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,HADAPSAR-0279800,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,4.72,1.2,0,0.4,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,LONI KALBHOR-4020028,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.07,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,HADAPSAR-0202119,WAGHOLI-02104901,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.01,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,CHINCHWAD-0210701,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,5.53,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,LONAVALA-0212500,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,MOSHI-0285600,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.64,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PCMC-0202118,THERGAON-0286300,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,3.44,2.4,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,AUNDH-4020029,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,10.37,1,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,KHADKI FC-0210702,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6.95,5,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,PUNE MARKET YARD-02106101,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,19.98,1.6,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE FC-0202120,WARJE-0285300,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,4.2,1.4,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE-0202112,PUNE CAMP-0210700,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,20.78,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE-0202112,SALISBURY PARK PUNE-02111001,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,6.06,18.2,0,0.6,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,PUNE-0202112,YERWADA-02103501,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,2.04,3,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,OSMANABAD-0214200,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0.6,0,0,0,0.4,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,PANDHARPUR-0212000,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.15,0,0,0,0.4,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA  1-02021,SOLAPUR-0202114,SOLAPUR-0211500,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,4.4,0,0,1,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 2-02033,AKOLA-0202130,AKOLA (NEW)-0215800,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.1,0.2,0,0.2,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 2-02033,AKOLA-0202130,KHAMGAON-0216100,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0.2,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 2-02033,NAGPUR W-0202613,NAGPUR W-0289900,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.05,0,0,1,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 2-02033,NAGPUR W-0202613,NAGPUR WADI-0284800,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.2,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 2-02033,NANDED-0202116,HINGOLI-0288700,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.1,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 2-02033,NANDED-0202116,NANDED-0213700,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.4,0,0,0,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 2-02033,NANDED-0202116,PARBHANI-0217600,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0.35,0,0,0,0.35,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 3-02034,AHMEDNAGAR-0202117,AHMEDNAGAR-0210300,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,4.66,1,0,1,0,0,0,0,0,0,0
MUMBAI BRANCH,MAHARASHTRA-0212,MAHARASHTRA 3-02034,AHMEDNAGAR-0202117,RAHATA-02119900,NORMAL,CIG,CIG0009371,CAVANDERS GOLD RICH TASTE,30-Nov-23,0,0.2,0,0,0.2,0,0,0,0,0,0
